index,sentence,sentence_clean,flesch,syllables,words,ave_syllables
21203,car bomb kills at least in syrian town held by turkey,car bomb kills least syrian town held turkey,11.09,24,11,2.1818181818181817
21349,trump tells voters you got to give me big win ,trump tells voters got give big win,11.09,24,11,2.1818181818181817
21428,can the world largest starbucks perk up the mag mile ,can world largest starbucks perk mag mile,11.09,24,11,2.1818181818181817
12964,he was trying to cross broward street in the dark car hit and killed him ,trying cross broward street dark car hit killed,10.82,34,16,2.125
14944, used to eat fast food in my car and hide the wrappers now m down lbs and cook all my meals ,used eat fast food my car and hide wrappers lbs cook meals,10.61,47,23,2.0434782608695654
788, things that can happen when you don treat adhd,things that can happen treat adhd,10.56,22,10,2.2
1549,colts vs dolphins keys for the offense in week ,colts vs dolphins keys offense week,10.56,22,10,2.2
2158, bears squads land on nfl greatest teams no ,bears squads land nfl greatest teams,10.56,22,10,2.2
2237,want to pray the rosary there an app for that,want pray rosary app,10.56,22,10,2.2
3669,city seeks firms who want to build nyc new jails,city seeks firms who want build nyc new jails,10.56,22,10,2.2
3956, best wines you can buy at trader joe s,best wines buy trader joe,10.56,22,10,2.2
4081,nyt local tv bringing back late night anthem sign off,nyt local tv bringing back late night anthem sign,10.56,22,10,2.2
5993,still swinging yard home run sends shelby to week ,still swinging yard home run sends shelby week,10.56,22,10,2.2
7181,watch this might be the best fake punt play ever,watch might best fake punt play ever,10.56,22,10,2.2
7567,the best baby boy names and the to avoid ,the best baby boy names avoid,10.56,22,10,2.2
7746,first snow of season how much did you get ,first snow season much get,10.56,22,10,2.2
7904, nfl draft order detroit lions currently hold th pick,nfl draft order detroit lions currently hold th pick,10.56,22,10,2.2
7912, democrats plans to help veterans will they work ,democrats plans help veterans work,10.56,22,10,2.2
9882,french pastry diet for weight loss does it work ,french pastry diet weight loss work,10.56,22,10,2.2
11025,the lightest sports cars you can buy for under ,lightest sports cars buy,10.56,22,10,2.2
11035,is man best friend the key to battling cancer ,man best friend the key battling cancer,10.56,22,10,2.2
13390,steve schmidt trump might dump pence for haley in ,steve schmidt trump might dump pence haley,10.56,22,10,2.2
13497,albon to race on at red bull team in ,albon race red bull team,10.56,22,10,2.2
13821, must see concerts to see in nyc this winter,must see concerts see nyc winter,10.56,22,10,2.2
15119,cholowski scores in ot red wings rally past ducks ,cholowski scores ot red wings rally past ducks,10.56,22,10,2.2
15960,cholowski scores in ot red wings rally past ducks ,cholowski scores in ot red wings rally past ducks,10.56,22,10,2.2
17218,all the things you didn know about the crown ,things know crown,10.56,22,10,2.2
17615, things to do in dallas fort worth this weekend,things dallas fort worth weekend,10.56,22,10,2.2
18789,ready to try crossfit give this beginner wod try ,ready try crossfit give beginner wod try,10.56,22,10,2.2
19797,vcu fans troll lsu wade by dressing as fbi agents,vcu fans troll lsu wade dressing fbi agents,10.56,22,10,2.2
20694,everything is at stake for hong kong here why ,everything stake hong kong,10.56,22,10,2.2
20850, el tucan is back though not with matt kuchar,el tucan back though matt kuchar,10.56,22,10,2.2
21180,burns kane help sharks beat ducks for th straight win,burns kane help sharks beat ducks for th straight win,10.56,22,10,2.2
21480, game suspensions for la tech starting qb star wr,game suspensions la tech starting qb star wr,10.56,22,10,2.2
21791,on gps gordon trump biden charge doesn hold up ,gps gordon trump biden charge doesn hold,10.56,22,10,2.2
22077,two lanes closed in new haven by crash on north,two lanes closed new haven crash north,10.56,22,10,2.2
22638,spurs will miss melo but glad to see him back,spurs will miss melo glad see back,10.56,22,10,2.2
11040,panthers qb kyle allen had option to run or pass vs packers on last play right call ,panthers qb kyle allen option run pass vs packers last play right call,9.97,38,18,2.111111111111111
17094,nick foles on colts hc frank reich he a guy that has impacted my life so much ,nick foles colts hc frank reich guy impacted life so much,9.97,38,18,2.111111111111111
278,suns solar panel ep stay calm and monty on,suns solar panel ep stay calm monty,9.7,20,9,2.2222222222222223
279, mtv ema see all the red carpet photos,mtv ema see red carpet photos,9.7,20,9,2.2222222222222223
979, is the year of the climate strike ,year climate strike,9.7,20,9,2.2222222222222223
1134, struggling teams that can still make nfl playoffs,struggling teams still make nfl playoffs,9.7,20,9,2.2222222222222223
1536, things that aren worth buying on black friday,things aren worth buying black friday,9.7,20,9,2.2222222222222223
1555,suspected drunk driver slams into hpd car at mph,suspected drunk driver slams hpd car mph,9.7,20,9,2.2222222222222223
1593, most jaw dropping performances from cfb week ,jaw dropping performances from cfb week,9.7,20,9,2.2222222222222223
1799,how to travel with the mta veteran day ,travel mta veteran day,9.7,20,9,2.2222222222222223
2028,the biggest hair color trends to try this fall,the biggest hair color trends to try fall,9.7,20,9,2.2222222222222223
2154, super clever ways for getting rid of junk,super clever ways getting rid junk,9.7,20,9,2.2222222222222223
2449,six teams on upset alert in nfl week ,six teams upset alert nfl week,9.7,20,9,2.2222222222222223
2629,what came first the chicken or the dumpling ,came first chicken dumpling,9.7,20,9,2.2222222222222223
3106,who has the chance to shine in week ,chance shine week,9.7,20,9,2.2222222222222223
3507, year end tax moves to make right now,year end tax moves make right,9.7,20,9,2.2222222222222223
3605,get peek at what home trends are for ,get peek at home trends are,9.7,20,9,2.2222222222222223
3741, of the biggest food recalls in s history,biggest food recalls history,9.7,20,9,2.2222222222222223
4771,what to watch for next week from the saints,watch next week saints,9.7,20,9,2.2222222222222223
5515,brotherly game daily links mls cup is here ,brotherly game daily links mls cup,9.7,20,9,2.2222222222222223
5829, ways to save more money at big lots,ways save money big lots,9.7,20,9,2.2222222222222223
5947,mls cup gamethread and updates mls cup champs ,mls cup gamethread updates mls cup champs,9.7,20,9,2.2222222222222223
6194,watch cardinals cb byron murphy get st career int,watch cardinals cb byron murphy get st career int,9.7,20,9,2.2222222222222223
6812,the best laptops and in to give as gifts,the best laptops in give as gifts,9.7,20,9,2.2222222222222223
6937,first alert wintry blast moves through parts of nc,first alert wintry blast moves parts nc,9.7,20,9,2.2222222222222223
7649, ers vs seahawks all you need to know,ers vs seahawks need know,9.7,20,9,2.2222222222222223
7670, things that are worth buying on black friday,things worth buying on black friday,9.7,20,9,2.2222222222222223
8121,trumps didn take seats for disabled at n ,trumps take seats disabled n,9.7,20,9,2.2222222222222223
8143, ultimate things to do in new york city,ultimate things new york city,9.7,20,9,2.2222222222222223
9115,wendy new birthday cake frosty is must try treat,wendy new birthday cake frosty must try treat,9.7,20,9,2.2222222222222223
9468,listen is texans deshaun watson the nfl mvp ,listen texans deshaun watson nfl mvp,9.7,20,9,2.2222222222222223
10465,fca and gm unfazed by the ford bronco return,fca gm unfazed by ford bronco return,9.7,20,9,2.2222222222222223
10933,gaetz schiff dirty tricks will not change the facts,gaetz schiff dirty tricks change facts,9.7,20,9,2.2222222222222223
11542,cyclist struck by hit and run driver in queens,cyclist struck hit run driver queens,9.7,20,9,2.2222222222222223
12439,were bengals right to cut preston brown now ,bengals right to cut preston brown,9.7,20,9,2.2222222222222223
12812,game thread red wings beat ducks in ot ,game thread red wings beat ducks ot,9.7,20,9,2.2222222222222223
12870, year old taft high student struck by vehicle,year old taft high student struck by vehicle,9.7,20,9,2.2222222222222223
13635,ca has newsweek best stem high schools in ,ca newsweek best stem high schools,9.7,20,9,2.2222222222222223
14143, key things to know about chargers vs chiefs,key things know chargers vs chiefs,9.7,20,9,2.2222222222222223
14417,just in injured in vehicle crash on rm ,injured vehicle crash rm,9.7,20,9,2.2222222222222223
14439, superbugs on the rise new cdc report says,superbugs rise new cdc report says,9.7,20,9,2.2222222222222223
14924,ca has newsweek best stem high schools in ,ca has newsweek best stem high schools,9.7,20,9,2.2222222222222223
14949,blackhawks rally for first win over golden knights ,blackhawks rally first win golden knights,9.7,20,9,2.2222222222222223
15006,best cities for singles how does dc rank ,best cities singles dc rank,9.7,20,9,2.2222222222222223
15247,stars look to get back on track in calgary,stars look get back on track calgary,9.7,20,9,2.2222222222222223
15287, gophers changing lot of travel plans for fans,gophers changing lot of travel plans fans,9.7,20,9,2.2222222222222223
15989,the top motorcycles we want to race in ,top motorcycles want race in,9.7,20,9,2.2222222222222223
16194,ca has newsweek best stem high schools in ,ca newsweek best stem high schools,9.7,20,9,2.2222222222222223
16715,these are the best snacks we tried in ,best snacks tried,9.7,20,9,2.2222222222222223
17776, moments you can miss from the cma awards,moments miss cma awards,9.7,20,9,2.2222222222222223
17825,r unemployment rate stays at same as s ,r unemployment rate stays,9.7,20,9,2.2222222222222223
18985,k back on duty with nc troopers after surgery,k back duty with nc troopers surgery,9.7,20,9,2.2222222222222223
19367, things to do in st louis this weekend,things to st louis weekend,9.7,20,9,2.2222222222222223
20420,well known car dealer ray brandt dies at ,well known car dealer ray brandt dies at,9.7,20,9,2.2222222222222223
20758, shot at mcdonald north of downtown st louis,shot mcdonald north of downtown st louis,9.7,20,9,2.2222222222222223
20764,a cozy brick townhouse in old town asks k,cozy brick townhouse old town asks k,9.7,20,9,2.2222222222222223
20960,what are the warning signs of blood clot ,the warning signs blood clot,9.7,20,9,2.2222222222222223
21142,vitamin for the common cold is myth sort of,vitamin common cold myth sort,9.7,20,9,2.2222222222222223
81,nfl still long way from calling london home,nfl still long way calling london home,8.37,18,8,2.25
277, ways to get ready for tax season,ways to get ready tax season,8.37,18,8,2.25
908,nfl picks against the spread for week ,nfl picks spread week,8.37,18,8,2.25
1036,should you do single leg cycling drills ,single leg cycling drills,8.37,18,8,2.25
1752,the legend of the world fastest nissan zx,legend world fastest nissan zx,8.37,18,8,2.25
1939,this might be next gen nissan car mule,might next gen nissan car mule,8.37,18,8,2.25
2140,icymi the week in music for nov ,icymi week music nov,8.37,18,8,2.25
2755, of the most shorted stocks in november,shorted stocks november,8.37,18,8,2.25
3832, artists who killed it at the emas,artists killed emas,8.37,18,8,2.25
3922,friday nc sc scores how the sweet fared,friday nc sc scores sweet fared,8.37,18,8,2.25
3943,the best and worst states to live in,best worst states to live,8.37,18,8,2.25
4307,what happened at ufc moscow last night ,happened at ufc moscow last night,8.37,18,8,2.25
5167,browns hold off bills to end game slide,browns hold bills end game slide,8.37,18,8,2.25
5555,game thread red wings top golden knights ,game thread red wings top golden knights,8.37,18,8,2.25
5730,judge holds lawyer son as she sworn in,judge holds lawyer son sworn,8.37,18,8,2.25
5794,fox news flash top headlines for oct ,fox news flash top headlines oct,8.37,18,8,2.25
5808,what on tv monday prodigal son on fox,tv monday prodigal son fox,8.37,18,8,2.25
5911,see the stars at the baby baby gala,see stars baby baby gala,8.37,18,8,2.25
6330,on the gun browning bolt max long range,gun browning bolt max long range,8.37,18,8,2.25
6461, things parents do that kids always hate,things parents kids always hate,8.37,18,8,2.25
6654,the right way to wrap anything in bacon,right way wrap anything bacon,8.37,18,8,2.25
7215,studs and duds in cardinals loss to bucs,studs duds cardinals loss bucs,8.37,18,8,2.25
7702,studs and duds from browns victory over bills,studs duds from browns victory bills,8.37,18,8,2.25
8108,this week in nuggets november th to th,week nuggets november th th,8.37,18,8,2.25
8839,i ve had it with this former friend,i former friend,8.37,18,8,2.25
9782,falcons fantasy stud and dud from week ,falcons fantasy stud dud week,8.37,18,8,2.25
9984,where have all the bucs fans gone ,the bucs fans gone,8.37,18,8,2.25
10104, things dog shelters need you to know,things dog shelters need know,8.37,18,8,2.25
11375, healthy dips perfect for the big game,healthy dips perfect big game,8.37,18,8,2.25
12475,ct proposes toll on highway robbery patch pm,ct proposes toll highway robbery patch pm,8.37,18,8,2.25
13318, things we learned from bengals vs ravens,things learned from bengals vs ravens,8.37,18,8,2.25
13725,wednesday morning fly by it big test time,wednesday morning fly big test time,8.37,18,8,2.25
14402, trader joe party staples for busy hosts,trader joe party staples busy hosts,8.37,18,8,2.25
15438,blackhawks vs golden knights game thread part ,blackhawks vs golden knights game thread part,8.37,18,8,2.25
16151,bicyclist struck by school bus in brooklyn park,bicyclist struck school bus brooklyn park,8.37,18,8,2.25
