text,flesch,words,syllables,label
 we could phone marge uncle vernon suggested ,-54.07,7,21,0
 don be silly vernon she hates the boy the dursleys often spoke about harry like this as though he wasn there or rather as though he was something very nasty that couldn understand them like slug ,-50.07,22,61,0
 what about what her name your friend yvonne on vacation in majorca snapped aunt petunia ,-107.88,10,36,0
 you could just leave me here harry put in hopefully he be able to watch what he wanted on television for change and maybe even have go on dudley computer ,-64.22,17,51,0
aunt petunia looked as though she just swallowed lemon ,-90.33,7,24,0
 and come back and find the house in ruins she snarled ,-29.9,7,19,0
 won blow up the house said harry but they weren listening ,-38.95,6,17,0
 suppose we could take him to the zoo said aunt petunia slowly and leave him in the car ,-53.65,13,38,0
 that cars new he not sitting in it alone ,-29.87,4,11,0
 dudley began to cry loudly ,-1.28,5,12,0
in fact he wasn really crying it had been years since he really cried but he knew that if he screwed up his face and wailed his mother would give him anything he wanted ,-46.43,18,50,0
 dinky duddydums don cry mummy won let him spoil your special day she cried flinging her arms around him ,-21.11,13,33,0
 don want him t to come dudley yelled between huge pretend sobs ,-29.9,7,19,0
 he always sp spoils everything he shot harry nasty grin through the gap in his mothers arms ,-0.75,14,32,0
just then the doorbell rang oh good lord they re here said aunt petunia frantically and moment later dudley best friend piers polkiss walked in with his mother ,-63.03,20,59,0
piers was scrawny boy with face like rat ,-5.73,7,17,0
he was usually the one who held people arms behind their backs while dudley hit them ,-30.94,12,32,0
dudley stopped pretending to cry at once ,-10.75,6,15,0
half an hour later harry who couldn believe his luck was sitting in the back of the dursleys car with piers and dudley on the way to the zoo for the first time in his life ,-32.55,24,61,0
his aunt and uncle hadn been able to think of anything else to do with him but before they left uncle vernon had taken harry aside ,-39.63,15,41,0
 m warning you he had said putting his large purple face right up close to harry i warning you now boy any funny business anything at all and you ll be in that cupboard from now until christmas m not going to do anything said harry honestly but uncle vernon didn believe him ,-54.85,30,82,0
no one ever did ,-48.99,2,6,0
the problem was strange things often happened around harry and it was just no good telling the dursleys he didn make them happen ,-53.65,13,38,0
once aunt petunia tired of harry coming back from the barbers looking as though he hadn been at all had taken pair of kitchen scissors and cut his hair so short he was almost bald except for his bangs which she left to hide that horrible scar dudley had laughed himself silly at harry who spent sleepless night imagining school the next day where he was already laughed at for his baggy clothes and taped glasses ,-74.26,49,134,0
next morning however he had gotten up to find his hair exactly as it had been before aunt petunia had sheared it off ,-65.82,11,34,0
he had been given week in his cupboard for this even though he had tried to explain that he couldn explain how it had grown back so quickly ,-53.65,13,38,0
another time aunt petunia had been trying to force him into revolting old sweater of dudley brown with orange puff balls ,-62.19,15,45,0
the harder she tried to pull it over his head the smaller it seemed to become until finally it might have fitted hand puppet but certainly wouldn fit harry ,-43.99,19,52,0
aunt petunia had decided it must have shrunk in the wash and to his great relief harry wasn punished ,-58.13,11,33,0
on the other hand he gotten into terrible trouble for being found on the roof of the school kitchens ,-50.44,11,32,0
dudley gang had been chasing him as usual when as much to harry surprise as anyone else there he was sitting on the chimney ,-44.31,17,47,0
the dursleys had received very angry letter from harry headmistress telling them harry had been climbing school buildings ,-60.16,13,39,0
but all he tried to do as he shouted at uncle vernon through the locked door of his cupboard was jump behind the big trash cans outside the kitchen doors ,-48.44,19,53,0
harry supposed that the wind must have caught him in mid jump ,-2.21,8,19,0
but today nothing was going to go wrong ,-18.2,5,13,0
it was even worth being with dudley and piers to be spending the day somewhere that wasn school his cupboard or mrs figg cabbage smelling living room ,-46.43,18,50,0
while he drove uncle vernon complained to aunt petunia ,-90.33,7,24,0
he liked to complain about things people at work harry the council harry the bank and harry were just few of his favorite subjects ,-42.05,16,44,0
this morning it was motorcycles ,-91.29,2,7,0
 roaring along like maniacs the young hoodlums he said as motorcycle overtook them ,-112.5,9,33,0
 had dream about motorcycle said harry remembering suddenly ,-81.25,6,20,0
 it was flying uncle vernon nearly crashed into the car in front ,-6.35,10,24,0
he turned right around in his seat and yelled at harry his face like gigantic beet with mustache motorcycles dont fly dudley and piers sniggered ,-57.34,19,55,0
 know they don said harry ,6.39,3,7,0
 it was only dream but he wished he hadn said anything ,-17.81,7,18,0
if there was one thing the dursleys hated even more than his asking questions it was his talking about anything acting in way it shouldn no matter if it was in dream or even cartoon they seemed to think he might get dangerous ideas ,-68.1,27,79,0
it was very sunny saturday and the zoo was crowded with families ,-67.15,6,19,0
the dursleys bought dudley and piers large chocolate ice creams at the entrance and then because the smiling lady in the van had asked harry what he wanted before they could hurry him away they bought him cheap lemon ice pop ,-59.33,31,86,0
it wasn bad either harry thought licking it as they watched gorilla scratching its head who looked remarkably like dudley except that it wasn blond ,-55.83,18,52,0
harry had the best morning he had in long time ,3.34,6,14,0
he was careful to walk little way apart from the dursleys so that dudley and piers who were starting to get bored with the animals by lunchtime wouldn fall back on their favorite hobby of hitting him ,-50.07,22,61,0
they ate in the zoo restaurant and when dudley had tantrum because his knickerbocker glory didn have enough ice cream on top uncle vernon bought him another one and harry was allowed to finish the first ,-79.11,25,77,0
harry felt afterward that he should have known it was all too good to last ,-18.5,9,23,0
after lunch they went to the reptile house ,-51.02,4,12,0
it was cool and dark in there with lit windows all along the walls ,2.11,10,23,0
behind the glass all sorts of lizards and snakes were crawling and slithering over bits of wood and stone ,-35.06,11,30,0
dudley and piers wanted to see huge poisonous cobras and thick man crushing pythons ,-52.09,12,35,0
dudley quickly found the largest snake in the place ,-53.05,6,18,0
it could have wrapped its body twice around uncle vernon car and crushed it into trash can but at the moment it didn look in the mood ,-37.03,18,48,0
in fact it was fast asleep ,-21.81,3,8,0
dudley stood with his nose pressed against the glass staring at the glistening brown coils ,-45.04,12,34,0
 make it move he whined at his father ,-51.02,4,12,0
uncle vernon tapped on the glass but the snake didn budge ,-38.95,6,17,0
 do it again dudley ordered ,-91.29,2,7,0
uncle vernon rapped the glass smartly with his knuckles but the snake just snoozed on ,-23.9,12,31,0
 this is boring dudley moaned ,-78.21,3,10,0
he shuffled away ,-48.99,2,6,0
harry moved in front of the tank and looked intently at the snake ,-14.81,10,25,0
he wouldn have been surprised if it had died of boredom itself no company except stupid people drumming their fingers on the glass trying to disturb it all day long ,-43.99,19,52,0
it was worse than having cupboard as bedroom where the only visitor was aunt petunia hammering on the door to wake you up at least he got to visit the rest of the house ,-60.22,21,61,0
the snake suddenly opened its beady eyes ,-68.96,5,16,0
slowly very slowly it raised its head until its eyes were on level with harry ,-23.36,8,21,0
it winked ,-6.69,2,5,0
harry stared ,-6.69,2,5,0
then he looked quickly around to see if anyone was watching ,-65.66,8,25,0
they weren ,121.22,1,1,0
he looked back at the snake and winked too ,-51.02,4,12,0
the snake jerked its head toward uncle vernon and dudley then raised its eyes to the ceiling ,-59.14,12,36,0
it gave harry look that said quite plainly get that all the time know harry murmured through the glass though he wasn sure the snake could hear him ,-38.53,22,58,0
 it must be really annoying the snake nodded vigorously ,-46.7,9,26,0
 where do you come from anyway harry asked ,-29.87,4,11,0
